Jobs.JobName,PrintActions.Destination,Jobs.PrismaJobID,PrintActions.OriginalPages,PrintActions.Copies,datetimeTS,datetimeTE,TimeDifference
429162.SK_072_8_Y_N1_1812_0435.PDF,ProStream02,1845,18900,525,2024-04-09 10:31:00,2024-04-09 11:12:00,41.0
409597.SK_224_8_Y_N1_1812_0345.PDF,ProStream02,1846,48720,435,2024-04-09 11:09:00,2024-04-09 13:27:00,138.0
426457.SK_232_9_Y_N1_2012_1065.PDF,ProStream01,1847,142100,1225,2024-04-09 13:33:00,2024-04-09 20:50:00,437.0
429162.SK_072_8_Y_N1_1812_0435.PDF,ProStream02,1848,18900,525,2024-04-09 13:50:00,2024-04-09 14:01:00,11.0
429162.SK_072_8_Y_N1_1812_0435.PDF,ProStream02,1848,18900,525,2024-04-09 14:04:00,2024-04-09 14:44:00,40.0
409597.SK_224_8_Y_N1_1812_0345.PDF,ProStream02,1849,48720,435,2024-04-09 14:44:00,2024-04-09 15:14:00,30.0
428342.SK_312_9_N_N1_2012_0555.PDF,ProStream02,1850,100620,645,2024-04-09 16:49:00,2024-04-09 21:27:00,278.0
429915.SK_216_9_Y_N1_2012_0345.PDF,ProStream01,1853,46980,435,2024-04-09 20:59:00,2024-04-09 21:35:00,36.0
428342.SK_312_9_N_N1_2012_0555.PDF,ProStream02,1850,100620,645,2024-04-10 08:15:00,2024-04-10 08:32:00,17.0
429915.SK_216_9_Y_N1_2012_0345.PDF,ProStream01,1853,46980,435,2024-04-10 08:18:00,2024-04-10 08:29:00,11.0
429915.SK_216_9_Y_N1_2012_0345.PDF,ProStream01,1853,46980,435,2024-04-10 08:31:00,2024-04-10 10:06:00,95.0
428342.SK_312_9_N_N1_2012_0555.PDF,ProStream02,1850,100620,645,2024-04-10 08:36:00,2024-04-10 09:07:00,31.0
428342.SK_312_9_N_N1_2012_0555.PDF,ProStream02,1850,100620,645,2024-04-10 09:10:00,2024-04-10 09:19:00,9.0
404062.SK_272_9_Y_N1_2012_0555.PDF,ProStream02,1854,75480,555,2024-04-10 09:42:00,2024-04-10 13:16:00,214.0
428815.SK_080_9_Y_N1_2012_0235.PDF,ProStream01,1855,12600,315,2024-04-10 10:23:00,2024-04-10 10:54:00,31.0
419776.SK_192_9_N_N1_2012_0495.PDF,ProStream01,1856,56160,585,2024-04-10 10:51:00,2024-04-10 13:13:00,142.0
419776.SK_192_9_N_N1_2012_0495.PDF,ProStream01,1856,56160,585,2024-04-10 13:45:00,2024-04-10 14:17:00,32.0
404062.SK_272_9_Y_N1_2012_0555.PDF,ProStream02,1854,87720,645,2024-04-10 13:53:00,2024-04-10 15:24:00,91.0
413858.SK_240_9_Y_N1_2011_0605.PDF,ProStream01,1857,85800,715,2024-04-10 14:45:00,2024-04-10 17:15:00,150.0
417120.SK_048_8_Y_N2_1881_0135.PDF,ProStream02,1860,5160,215,2024-04-10 16:19:00,2024-04-10 16:42:00,23.0
411948.SK_100_8_Y_N2_1881_0125.PDF,ProStream02,1861,10250,205,2024-04-10 16:39:00,2024-04-10 17:02:00,23.0
428523.SK_076_8_Y_N1_1881_0365.PDF,ProStream02,1862,17290,455,2024-04-10 16:59:00,2024-04-10 17:32:00,33.0
413858.SK_240_9_Y_N1_2011_0605.PDF,ProStream01,1857,85800,715,2024-04-10 17:19:00,2024-04-10 17:30:00,11.0
413858.SK_240_9_Y_N1_2011_0605.PDF,ProStream01,1857,85800,715,2024-04-10 18:13:00,2024-04-10 19:21:00,68.0
429895.SK_064_8_Y_N1_1881_0295.PDF,ProStream02,1863,0,365,2024-04-10 18:22:00,2024-04-10 18:23:00,1.0
429895.SK_064_8_Y_N1_1881_0295.PDF,ProStream02,1863,11680,365,2024-04-10 18:25:00,2024-04-10 18:27:00,2.0
428523.SK_076_8_Y_N1_1881_0365.PDF,ProStream02,1862,17290,455,2024-04-10 18:28:00,2024-04-10 18:45:00,17.0
429895.SK_064_8_Y_N1_1881_0295.PDF,ProStream02,1863,11680,365,2024-04-10 18:42:00,2024-04-10 19:08:00,26.0
407515.SK_060_8_Y_N1_1881_0280.PDF,ProStream02,1864,10800,360,2024-04-10 19:05:00,2024-04-10 19:30:00,25.0
428217.SK_248_9_Y_N1_2011_0495.PDF,ProStream01,1858,72540,585,2024-04-10 19:31:00,2024-04-10 20:46:00,75.0
422275.SD_040_7_Y_N2_1881_0135.PDF,ProStream02,1865,4300,215,2024-04-10 19:50:00,2024-04-10 20:02:00,12.0
428217.SK_248_9_Y_N1_2011_0495.PDF,ProStream01,1858,72540,585,2024-04-10 20:49:00,2024-04-10 21:25:00,36.0
428217.SK_248_9_Y_N1_2011_0495.PDF,ProStream01,1858,72540,585,2024-04-10 21:27:00,2024-04-10 21:47:00,20.0
428217.SK_248_9_Y_N1_2011_0495.PDF,ProStream01,1858,72540,585,2024-04-11 08:02:00,2024-04-11 10:45:00,163.0
411584.SK_176_8_Y_N1_1811_0830.PDF,ProStream02,1859,82720,940,2024-04-11 08:23:00,2024-04-11 11:44:00,201.0
409582.SK_248_9_N_N1_2012_0165.PDF,ProStream01,1866,30380,245,2024-04-11 11:14:00,2024-04-11 12:37:00,83.0
409597.SK_224_8_Y_N1_1812_0345.PDF,ProStream02,1867,48720,435,2024-04-11 12:15:00,2024-04-11 12:28:00,13.0
409597.SK_224_8_Y_N1_1812_0345.PDF,ProStream02,1867,48720,435,2024-04-11 12:30:00,2024-04-11 12:38:00,8.0
409597.SK_224_8_Y_N1_1812_0345.PDF,ProStream02,1867,48720,435,2024-04-11 12:40:00,2024-04-11 14:13:00,93.0
407163.SK_080_8_Y_N1_1881_0202.PDF,ProStream01,1868,11280,282,2024-04-11 13:44:00,2024-04-11 13:52:00,8.0
407163.SK_080_8_Y_N1_1881_0202.PDF,ProStream01,1868,11280,282,2024-04-11 13:53:00,2024-04-11 14:15:00,22.0
429951.SD_052_7_Y_N2_1881_0195.PDF,ProStream01,1869,5070,195,2024-04-11 14:14:00,2024-04-11 14:15:00,1.0
407163.SK_080_8_Y_N1_1881_0202.PDF,ProStream01,1868,11280,282,2024-04-11 14:16:00,2024-04-11 14:17:00,1.0
429951.SD_052_7_Y_N2_1881_0195.PDF,ProStream01,1869,7150,275,2024-04-11 14:51:00,2024-04-11 15:08:00,17.0
402806.SK_120_8_Y_N1_1881_0415.PDF,ProStream02,1881,30300,505,2024-04-11 16:51:00,2024-04-11 16:52:00,1.0
402806.SK_120_8_Y_N1_1881_0415.PDF,ProStream02,1881,30300,505,2024-04-11 17:10:00,2024-04-11 18:14:00,64.0
401444.SK_296_9_N_N1_2011_0955.PDF,ProStream01,1880,166500,1125,2024-04-11 17:55:00,2024-04-11 21:40:00,225.0
422221.SK_088_8_Y_N1_1881_0295.PDF,ProStream02,1882,16060,365,2024-04-11 18:11:00,2024-04-11 18:52:00,41.0
413374.SK_056_8_Y_N1_1881_0500.PDF,ProStream02,1883,16520,590,2024-04-11 18:49:00,2024-04-11 19:25:00,36.0
421367.SK_084_8_Y_N1_1881_0180.PDF,ProStream02,1884,10920,260,2024-04-11 19:22:00,2024-04-11 20:03:00,41.0
403383.SK_084_8_Y_N1_1881_0185.PDF,ProStream02,1885,11130,265,2024-04-11 19:44:00,2024-04-11 20:25:00,41.0
423196.SK_088_8_Y_N1_1881_0715.PDF,ProStream02,1886,36300,825,2024-04-11 20:31:00,2024-04-11 21:30:00,59.0
402958.SK_112_8_Y_N1_1881_0335.PDF,ProStream02,1887,23800,425,2024-04-12 07:26:00,2024-04-12 07:48:00,22.0
401444.SK_296_9_N_N1_2011_0955.PDF,ProStream01,1880,166500,1125,2024-04-12 07:29:00,2024-04-12 12:18:00,289.0
423196.SK_088_8_Y_N1_1881_0715.PDF,ProStream02,1886,12408,282,2024-04-12 07:56:00,2024-04-12 08:24:00,28.0
402958.SK_112_8_Y_N1_1881_0335.PDF,ProStream02,1887,23800,425,2024-04-12 08:21:00,2024-04-12 09:12:00,51.0
429198.SK_100_8_Y_N1_1881_0280.PDF,ProStream02,1888,18000,360,2024-04-12 09:09:00,2024-04-12 10:04:00,55.0
405986.SK_080_8_N_N1_1881_0295.PDF,ProStream02,1889,14600,365,2024-04-12 10:11:00,2024-04-12 10:48:00,37.0
420780.SK_056_8_Y_N1_1881_0346.PDF,ProStream02,1890,12208,436,2024-04-12 10:46:00,2024-04-12 11:13:00,27.0
418834.SK_080_8_Y_N1_1881_0260.PDF,ProStream02,1891,13600,340,2024-04-12 11:10:00,2024-04-12 11:40:00,30.0
429795.SK_100_8_Y_N1_1881_0280.PDF,ProStream02,1892,18000,360,2024-04-12 11:37:00,2024-04-12 12:16:00,39.0
425959.SK_104_8_Y_N1_1881_0265.PDF,ProStream02,1893,17940,345,2024-04-12 12:14:00,2024-04-12 13:15:00,61.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-12 12:36:00,2024-04-12 13:57:00,81.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-12 14:02:00,2024-04-12 18:16:00,254.0
407593.SK_296_9_N_Y1_2011_0610.PDF,ProStream02,1897,106560,720,2024-04-12 14:04:00,2024-04-12 14:20:00,16.0
407593.SK_296_9_N_Y1_2011_0610.PDF,ProStream02,1897,106560,720,2024-04-12 14:23:00,2024-04-12 16:55:00,152.0
407593.SK_296_9_N_Y1_2011_0610.PDF,ProStream02,1897,106560,720,2024-04-12 18:06:00,2024-04-12 20:59:00,173.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-12 18:17:00,2024-04-12 18:55:00,38.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-12 18:58:00,2024-04-12 20:48:00,110.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-12 20:49:00,2024-04-12 21:38:00,49.0
407593.SK_296_9_N_Y1_2011_0610.PDF,ProStream02,1897,106560,720,2024-04-12 21:01:00,2024-04-12 21:21:00,20.0
415991_SK_320_9_N_Y1_2011_0580.PDF,ProStream02,1898,110400,690,2024-04-13 07:44:00,2024-04-13 08:23:00,39.0
409693.SK_496_9_N_N1_2012_0885.PDF,ProStream01,1896,246760,995,2024-04-13 07:44:00,2024-04-13 11:51:00,247.0
415991_SK_320_9_N_Y1_2011_0580.PDF,ProStream02,1898,110400,690,2024-04-13 08:25:00,2024-04-13 12:39:00,254.0
409413.SK_288_9_N_N1_2012_1190.PDF,ProStream01,1894,198720,1380,2024-04-13 12:02:00,2024-04-13 12:14:00,12.0
409413.SK_288_9_N_N1_2012_1190.PDF,ProStream01,1894,198720,1380,2024-04-13 12:22:00,2024-04-13 12:51:00,29.0
415991_SK_320_9_N_Y1_2011_0580.PDF,ProStream02,1898,110400,690,2024-04-13 12:41:00,2024-04-13 13:17:00,36.0
409413.SK_288_9_N_N1_2012_1190.PDF,ProStream01,1894,198720,1380,2024-04-13 12:56:00,2024-04-13 15:26:00,150.0
420389_SK_320_8_N_N1_1812_0690.PDF,ProStream02,1900,128000,800,2024-04-13 13:53:00,2024-04-13 14:04:00,11.0
420389_SK_320_8_N_N1_1812_0690.PDF,ProStream02,1900,128000,800,2024-04-13 14:06:00,2024-04-13 14:17:00,11.0
420389_SK_320_8_N_N1_1812_0690.PDF,ProStream02,1900,128000,800,2024-04-13 14:20:00,2024-04-13 15:27:00,67.0
420389_SK_320_8_N_N1_1812_0690.PDF,ProStream02,1900,128000,800,2024-04-13 15:33:00,2024-04-13 19:49:00,256.0
404611.404611.SK_328_9_N_N1_2012_0755.PDF,ProStream01,1895,141860,865,2024-04-13 15:37:00,2024-04-13 16:06:00,29.0
404611.404611.SK_328_9_N_N1_2012_0755.PDF,ProStream01,1895,141860,865,2024-04-13 16:09:00,2024-04-13 18:25:00,136.0
404611.404611.SK_328_9_N_N1_2012_0755.PDF,ProStream01,1895,141860,865,2024-04-13 18:27:00,2024-04-13 20:44:00,137.0
416310.SK_232_8_Y_N1_1812_1315.PDF,ProStream02,1901,175740,1515,2024-04-13 19:57:00,2024-04-13 21:34:00,97.0
404611.404611.SK_328_9_N_N1_2012_0755.PDF,ProStream01,1895,141860,865,2024-04-13 20:45:00,2024-04-13 21:38:00,53.0
416310.SK_232_8_Y_N1_1812_1315.PDF,ProStream02,1901,175740,1515,2024-04-14 08:14:00,2024-04-14 08:18:00,4.0
404611.404611.SK_328_9_N_N1_2012_0755.PDF,ProStream01,1895,141860,865,2024-04-14 08:17:00,2024-04-14 09:11:00,54.0
416310.SK_232_8_Y_N1_1812_1315.PDF,ProStream02,1901,175740,1515,2024-04-14 08:20:00,2024-04-14 11:29:00,189.0
472897_SK_256_9_N_N1_2011_1605.PDF,ProStream01,1902,236160,1845,2024-04-14 09:44:00,2024-04-14 09:49:00,5.0
472897_SK_256_9_N_N1_2011_1605.PDF,ProStream01,1902,236160,1845,2024-04-14 09:53:00,2024-04-14 15:06:00,313.0
416310.SK_232_8_Y_N1_1812_1315.PDF,ProStream02,1901,175740,1515,2024-04-14 11:32:00,2024-04-14 14:22:00,170.0
472897_SK_256_9_N_N1_2011_1605.PDF,ProStream01,1902,236160,1845,2024-04-14 15:09:00,2024-04-14 17:55:00,166.0
420064_SK_264_8_Y_N1_1811_1195.PDF,ProStream02,1905,184800,1400,2024-04-14 15:32:00,2024-04-14 21:51:00,379.0
472897_SK_256_9_N_N1_2011_1605.PDF,ProStream01,1902,236160,1845,2024-04-14 17:58:00,2024-04-14 21:13:00,195.0
